1547319521694,1042.859130859375
1547319522801,671.6689453125
1547319523530,642.00390625
1547319524229,604.527099609375
1547319524882,486.071044921875
1547319525426,577.085205078125
1547319526053,648.392822265625
1547319526768,532.9443359375
1547319527354,519.359130859375
1547319527934,458.304931640625
1547319528449,452.806884765625
1547319528960,417.77880859375
1547319529429,455.766845703125
1547319529941,419.218994140625
1547319530426,472.27685546875
1547319530952,453.30419921875
1547319531474,474.4541015625
1547319531999,471.94921875
1547319532525,459.9541015625
1547319533044,467.222900390625
1547319533560,464.73095703125
1547319534075,385.04296875
1547319534524,440.023193359375
1547319535010,529.7431640625
1547319535597,532.536865234375
1547319536193,500.10595703125
1547319536747,403.862060546875
1547319537211,466.5810546875
1547319537733,461.8037109375
1547319538259,474.637939453125
1547319538785,496.347900390625
1547319539362,525.69189453125
1547319539939,457.51806640625
1547319540476,462.532958984375
1547319540990,456.870849609375
1547319541523,455.4287109375
1547319542041,452.40087890625
1547319542548,457.2451171875
1547319543066,459.0380859375
1547319543576,372.822265625
1547319544012,504.088134765625
1547319544566,569.906982421875
1547319545200,493.94091796875
1547319545743,520.992919921875
1547319546322,422.092041015625
1547319546808,481.4697265625
1547319547341,472.2451171875
1547319547886,441.06591796875
1547319548381,479.694091796875
1547319548919,456.307861328125
1547319549445,1044.301025390625
1547319550549,506.654052734375
1547319551121,431.23193359375
1547319551611,485.05615234375
1547319552153,410.477294921875
1547319552631,416.502197265625
1547319553099,455.39111328125
1547319553619,569.678955078125
1547319554237,376.323974609375
1547319554671,454.475830078125
1547319555182,546.50634765625
1547319555782,496.43603515625
1547319556330,615.973876953125
1547319557009,436.31298828125
1547319557517,427.7138671875
1547319558007,470.743896484375
1547319558541,448.572998046875
1547319559043,356.885986328125
1547319559452,460.603759765625
1547319559977,472.708984375
1547319560503,358.12890625
1547319560922,467.51220703125
1547319561445,466.135009765625
1547319561976,488.583984375
1547319562535,420.18603515625
1547319563011,471.47802734375
1547319563550,463.495849609375
1547319564076,452.315673828125
1547319564590,451.97802734375
1547319565097,539.662109375
1547319565700,497.372314453125
1547319566263,456.283935546875
1547319566786,452.547119140625
1547319567288,481.651123046875
1547319567837,438.633056640625
1547319568326,492.587158203125
1547319568881,453.992919921875
1547319569389,462.064208984375
1547319569903,462.954833984375
1547319570432,437.088134765625
1547319570924,489.81591796875
1547319571482,469.7509765625
1547319572005,452.9111328125
1547319572565,557.93505859375
1547319573182,643.935791015625
1547319573873,363.571044921875
1547319574298,465.385986328125
1547319574812,472.99609375
1547319575339,456.682861328125
1547319575858,575.610107421875
1547319576484,364.597900390625
1547319576904,470.08984375
1547319577448,453.89501953125
1547319577955,358.538818359375
1547319578377,461.89208984375
1547319578889,361.39599609375
1547319579304,472.56298828125
1547319579840,455.4677734375
1547319580347,464.70703125
1547319580877,409.531005859375
1547319581339,432.55615234375
1547319581825,409.06005859375
1547319582299,357.384033203125
1547319582706,492.4599609375
1547319583273,406.46875
1547319583732,419.9970703125
1547319584234,440.668212890625
1547319584730,466.7412109375
1547319585266,446.369140625
1547319585766,358.968017578125
1547319586192,464.208251953125
1547319586710,465.7490234375
1547319587228,374.120849609375
1547319587664,454.783935546875
1547319588178,425.164794921875
1547319588666,414.490966796875
1547319589148,442.231201171875
1547319589640,383.08984375
1547319590077,392.724853515625
1547319590539,407.09814453125
1547319590997,388.49609375
1547319591446,432.40673828125
1547319591950,493.682861328125
1547319592496,455.760986328125
1547319593016,440.388916015625
